business_id,labels
0a938,2 3 4 6 7 8 
0adc9,2 3 4 6 7 9 
0adst,2 3 6 7 9 
0ahhr,3 4 5 6 7 8 
0aj6u,2 3 4 5 6 7 8 
0akmq,2 3 6 7 
0au0t,2 3 5 6 7 
0axc7,2 3 4 5 6 7 
0axvc,2 3 4 5 6 7 8 
0b8ky,2 3 6 7 8 
0bcfg,2 3 6 7 8 9 
0beyy,2 3 4 5 6 7 8 
0bnm5,2 3 4 5 6 7 8 
0bzjp,2 3 6 7 
0bzjx,2 3 5 6 7 
0c5ka,2 3 6 7 
0cbyt,6 7 9 
0cjq2,2 3 6 7 
0cnbh,3 4 5 6 7 9 
0cvd1,2 3 4 5 6 7 8 
0cyxs,2 3 4 5 6 7 
0dbg2,2 3 4 5 6 7 8 
0ddwy,4 5 6 7 8 9 
0dfrm,2 3 5 6 7 9 
0div3,2 3 6 7 
0djgl,3 4 5 6 7 8 
0e2eh,3 4 5 6 7 9 
0e3bg,2 3 4 5 6 7 8 
0e3cn,2 3 5 6 7 
0e69f,2 3 6 7 9 
0eilg,2 3 4 5 6 7 8 
0em68,2 3 6 7 9 
0eolh,2 3 4 6 7 
0eps4,2 3 4 5 6 7 8 
0eqm9,2 3 4 5 6 7 8 
0ey3w,2 3 4 5 6 7 8 
0f3qk,2 3 6 7 9 
0f46h,3 6 7 
0f4hh,2 3 4 5 6 7 
0fbnt,2 4 6 7 9 
0fenh,2 3 4 5 6 7 8 
0fo37,2 3 6 7 
0frr7,2 3 4 5 6 7 8 
0ftqi,2 3 4 5 6 7 8 
0ftr0,3 4 5 6 7 8 
0g47h,2 3 6 7 
0gbv7,2 3 4 5 6 7 8 
0ghm5,2 3 6 7 
0gjgs,2 3 6 7 9 
0gnbb,2 3 6 7 9 
0gtmi,2 3 4 5 6 7 8 
0gxlt,2 3 4 6 7 
0h0hd,3 4 5 6 7 8 
0h1a4,2 3 4 5 6 7 8 
0h4wo,2 3 6 7 9 
0h5qu,3 4 5 6 7 8 
0h8d4,2 3 4 5 6 7 8 
0h8d5,2 3 4 6 7 8 
0hbpj,2 3 6 9 
0hfot,2 3 4 6 7 8 
0hlhs,2 3 6 7 9 
0hqkx,1 2 3 4 6 7 
0hr59,2 3 6 7 
0hv5j,1 3 6 
0hx8q,2 3 4 6 7 8 
0hy2b,2 3 4 5 6 7 8 
0hyg2,2 3 4 5 6 7 8 
0i4yt,2 3 4 6 7 
0i5sb,2 3 6 7 9 
0ib7h,2 3 4 5 6 7 8 
0iiax,2 3 4 5 6 7 8 
0iimp,2 3 4 5 6 7 8 9 
0il9j,2 3 6 7 9 
0imrj,2 3 4 6 7 
0imwn,3 4 5 6 7 8 
0iuhw,2 3 6 7 
0j2q7,2 3 5 6 7 8 9 
0j8vu,2 3 4 5 6 7 8 
0j8zu,2 3 6 7 9 
0jbjh,2 3 6 7 9 
0jc5r,3 6 7 
0jc65,2 3 4 5 6 7 8 
0jfku,2 3 4 5 6 7 
0jiz6,3 4 5 6 7 8 
0jty2,2 3 4 5 6 7 8 
0jvh7,2 3 4 6 7 8 
0k4ul,2 3 6 7 8 
0ke39,2 3 4 5 6 7 8 
0l70b,2 3 4 5 6 7 8 
0la7t,2 3 4 5 6 7 8 
0laj4,2 3 4 5 6 7 8 
0llgh,1 3 9 
0lmxz,2 3 4 5 6 7 8 
0lyuo,2 3 6 7 
0lz84,2 3 4 6 7 9 
0m08q,3 4 5 6 7 9 
0m3wj,2 4 6 7 9 
0m7ri,2 3 4 5 6 7 8 
0maca,2 3 4 5 6 7 8 
0mmu4,2 3 4 6 7 8 9 
0mreo,2 3 4 5 6 7 
0n1ay,2 3 4 5 6 7 9 
0n2m1,2 3 4 5 6 7 8 
0n4nu,2 3 4 5 6 7 8 
0n8do,1 3 4 6 7 9 
0n8et,2 3 4 5 6 7 8 
0n8t4,2 3 5 6 7 8 
0nn94,2 3 4 5 6 7 8 
0nq6o,2 3 4 5 6 7 8 
0nq8g,3 4 6 7 
0nr91,3 4 5 6 7 8 
0nrue,2 3 4 5 6 7 8 
0nyh7,2 3 6 7 8 
0o9fn,2 3 6 7 9 
0ob7h,2 3 6 7 9 
0oi66,2 3 4 5 6 7 8 
0okpg,2 3 6 7 
0omun,2 9 
0oq6q,2 3 6 7 
0ov4f,2 3 6 7 9 
0ox18,2 3 4 5 6 7 8 
0p81n,2 3 4 5 6 7 8 
0pac2,2 3 4 5 6 7 8 
0pdq3,3 6 7 
0phk2,2 3 4 6 7 8 
0pmkh,2 3 4 5 6 7 9 
0poig,2 3 4 6 7 9 
0prxg,2 3 4 5 6 7 8 
0pthg,3 4 6 7 9 
0pwam,2 3 5 6 7 8 
0q08m,2 3 4 5 6 7 8 
0q2ua,2 3 5 6 7 8 
0q3on,2 3 6 7 8 
0q6bl,2 3 4 5 6 7 8 
0qevl,2 3 4 5 6 7 8 
0qj4g,2 3 6 7 
0qy5h,2 3 4 5 6 7 8 
0qz6n,2 3 4 6 7 
0rc3e,2 3 4 6 7 9 
0re2p,2 9 
0rgkv,2 3 4 5 6 7 8 
0rorx,2 3 5 6 7 
0rq2p,2 3 4 5 6 7 8 
0rqis,3 4 6 7 8 
0ruub,2 3 4 5 6 7 8 
0rzi7,2 3 4 5 6 7 8 
0s3z5,2 3 4 6 7 
0s7wm,2 3 4 5 6 7 8 
0s8h6,2 3 6 7 
0s9nf,2 3 6 7 9 
0scv4,2 3 4 5 6 7 8 
0shj8,2 3 4 5 6 7 8 
0stwm,2 3 6 7 9 
0svix,2 3 5 6 7 8 9 
0swcw,2 3 6 7 
0swrj,2 3 4 5 6 7 8 
0t34n,2 3 4 5 6 7 8 
0t3cj,2 3 5 6 7 
0t3ix,1 2 4 6 7 9 
0t6ke,2 3 6 7 9 
0tabm,3 4 5 6 7 8 
0tc9p,3 4 5 6 7 8 9 
0tqv0,2 3 4 5 6 7 8 
0trt0,3 4 6 7 9 
0tudg,2 3 4 6 7 9 
0u1l6,1 2 3 4 6 7 9 
0u8hj,3 4 5 6 7 8 
0ugkn,2 3 4 6 7 
0uhqx,3 4 6 7 
0ulsw,2 3 6 7 8 
0unkr,2 3 4 5 6 7 8 
0uv14,2 3 4 5 6 7 8 
0v1p7,2 3 4 5 6 7 8 
0v6gl,3 4 5 6 7 8 
0v8j8,2 3 6 7 9 
0vd8s,7 9 
0vre2,2 3 4 5 6 7 8 
0vtru,2 3 4 5 6 7 8 
0w01d,2 3 4 5 6 7 8 
0w67f,2 3 4 5 6 7 8 
0w6cx,2 3 4 6 7 
0wkxz,2 3 4 5 6 7 8 
0wn4d,3 4 5 6 7 8 
0wof6,2 3 6 7 9 
0wuwu,2 3 4 6 7 
0wxz7,2 3 4 6 7 
0wyma,2 3 6 7 8 
0x908,2 3 4 5 6 7 8 
0x9my,2 4 5 6 7 8 9 
0xbc6,2 3 6 7 
0xg8y,2 3 5 6 7 
0xn17,6 7 9 
0xnm9,2 3 4 5 6 7 8 
0xo8z,2 6 7 9 
0xveu,2 3 6 7 9 
0y2o3,2 3 6 7 9 
0ycld,3 4 6 7 
0yhrn,2 3 4 5 6 7 8 
0yqq9,2 4 6 7 9 
0z01d,2 3 4 5 6 7 8 9 
0z57b,2 6 7 9 
0z5ry,2 3 4 5 6 7 8 
0z6vo,2 3 5 6 7 8 9 
0zb7e,2 3 4 5 6 7 8 
0zg3y,2 3 6 7 9 
0zrov,2 3 4 5 6 7 
0zzlg,2 3 6 7 
102f2,2 3 6 7 
103ir,2 3 4 5 6 7 8 
10drp,2 3 6 7 9 
10p5u,2 3 5 6 7 8 
10wjv,2 3 4 5 6 7 8 
10xh1,2 3 4 6 7 
10z4d,2 3 4 5 6 7 8 
1105p,2 3 4 5 6 7 8 
113vs,2 3 4 5 6 7 8 
118bv,2 6 7 9 
118ux,4 5 7 8 9 
11aib,2 4 5 6 7 8 
11gpr,3 4 5 6 7 8 
11ioq,2 3 4 6 7 9 
11m2v,2 3 4 5 6 7 8 
11oi1,3 4 5 6 7 9 
11sk5,2 3 4 5 6 7 8 
11uii,2 3 4 5 6 7 8 
122v6,2 3 4 5 6 7 8 
123w4,2 3 4 5 6 7 8 
1263s,2 3 5 6 7 8 
12mex,2 3 4 5 6 7 8 
12p62,2 3 6 7 9 
12q8i,2 3 6 7 9 
131go,3 4 5 6 7 8 
13frb,2 3 6 7 
13fw1,2 3 4 6 7 9 
13jt0,2 3 4 5 6 7 8 
13kjn,2 3 4 5 6 7 8 
13nuw,2 3 6 7 9 
13qgp,3 4 6 7 9 
13wxb,2 3 6 7 9 
144vd,2 3 6 7 9 
149zx,2 3 6 7 
14ipn,2 3 4 5 6 7 8 
14m5f,1 2 3 6 7 
14zfw,2 3 4 5 6 7 8 9 
152yz,2 3 4 6 7 8 
155ip,2 3 6 7 8 
1584k,2 3 4 5 6 7 8 
15918,1 2 3
15a44,2 3 6 7 
15dh9,3 4 5 6 7 8 
15k7r,2 3 5 6 7 9 
15ofc,2 3 6 7 
15qyl,2 6 7 9 
15tqa,2 3 4 6 7 
16145,1 2 3
16153,1 2 3
163jv,2 3 5 6 7 8 
164ok,3 4 5 6 7 8 
169vn,2 3 4 5 6 7 8 
16chm,2 3 4 5 6 7 8 9 
16l5s,2 3 6 7 9 
16m1r,2 3 6 7 
16o2x,2 3 6 7 8 
1757b,2 3 4 5 6 7 8 
175ez,2 3 4 5 6 7 8 
17ctg,3 4 5 6 7 8 
17lt8,2 3 4 5 6 7 8 
17pb7,2 3 4 6 7 8 9 
17qtl,2 3 4 5 6 7 8 
17r96,2 3 5 6 7 9 
17w4d,2 3 4 5 6 7 8 
17wka,2 3 4 5 6 7 8 
17ymz,2 3 6 7 
182ao,2 3 6 7 9 
188mq,2 6 7 9 
18b3y,2 3 6 7 9 
18cak,2 3 6 7 
18iem,2 3 4 5 6 7 8 
18ljz,2 3 4 5 6 7 8 
18r62,2 3 4 5 6 7 8 
18uq1,2 3 4 5 6 7 8 
19bod,2 3 4 5 6 7 8 
19c32,2 3 4 5 6 7 8 
19f70,2 3 4 5 6 7 8 
19ga6,2 3 5 6 7 
19pgl,2 6 7 9 
19sm5,2 3 4 5 6 7 8 
1a01j,3 4 5 6 7 8 9 
1a6qc,2 9 
1a9dn,2 3 6 7 9 
1a9jq,2 3 6 7 9 
1aeys,2 3 6 7 8 
1aizo,2 3 6 9 
1andp,3 6 7 
1anvj,2 6 7 9 
1aq6n,2 3 6 7 
1aywh,5 6 7 
1b0u4,2 3 4 5 6 7 8 
1bb6q,2 3 4 5 6 7 8 
1bdpm,3 4 5 6 7 8 
1bg2i,2 3 5 6 7 8 
1biy5,2 3 6 7 9 
1bmle,2 3 4 5 6 7 8 
1bzhj,2 3 4 6 7 8 
1c3sl,2 3 4 5 6 7 8 
1c4ak,2 3 4 6 7 
1c5p2,2 3 4 5 6 7 8 
1ca1k,3 4 5 6 7 8 
1cajm,2 3 6 7 8 
1ceoc,1 2 3 4 6 7 9 
1cnr4,2 3 4 6 7 9 
1cp6q,2 3 6 7 
1cqlh,4 6 7 9 
1d1vg,2 3 6 7 9 
1d3im,1 2 3 6 7 
1db08,2 3 6 7 9 
1dcev,4 6 7 9 
1dfyw,2 3 4 5 6 7 8 
1di7s,2 3 4 5 6 7 8 
1dk14,2 3 4 5 6 7 8 9 
1dm5g,2 3 6 7 
1do0d,2 3 4 5 6 7 8 
1dsri,3 4 5 6 7 9 
1e2pk,2 3 4 5 6 7 8 
1e34p,2 3 4 5 6 7 8 
1ec43,2 3 4 5 6 7 8 
1ekse,2 3 4 5 6 7 8 
1eogb,2 3 4 5 6 7 8 
1eqn4,2 3 6 7 
1f3xl,2 3 6 7 9 
1f4sk,2 3 6 7 9 
1f5ex,2 3 4 5 6 7 
1f8kz,2 3 5 6 7 9 
1f99i,2 3 4 6 7 8 9 
1f9nm,1 3 4 6 7 9 
1fbqh,2 3 6 7 8 9 
1fg2d,3 4 5 6 7 8 
1fi4u,2 3 6 7 9 
1fjj2,2 3 5 6 7 8 
1fkf8,3 4 5 6 7 
1fpvt,2 3 4 5 6 7 8 
1gg00,2 3 4 5 6 7 8 
1gnvj,2 3 6 7 8 
1gozl,2 3 6 7 
1gqze,2 3 4 5 6 7 8 9 
1h4vx,2 3 6 7 9 
1h9m0,1 4 6 9 
1hgih,2 3 4 5 6 7 8 
1hig5,2 3 6 7 9 
1hu0r,2 3 6 7 
1hv8u,2 3 4 5 6 7 8 
1i4bi,2 3 6 7 9 
1iaz6,2 3 4 5 6 7 8 
1icrn,2 3 4 5 6 7 8 
1id5n,2 3 4 5 6 7 8 
1ifxf,2 3 4 5 6 7 8 
1iktw,2 3 6 7 
1iuux,3 4 5 6 7 8 
1iz4c,2 3 6 7 9 
1j2g2,2 3 4 5 6 7 8 
1jetm,2 3 4 5 6 7 8 
1jfje,2 3 6 7 9 
1jhd4,2 3 4 5 6 7 8 
1jik6,2 3 4 5 6 7 8 
1jlh9,2 3 4 5 6 7 8 
1jlrm,3 6 7 
1jmp4,3 4 5 6 7 8 
1jrct,2 3 6 7 9 
1jvo5,2 3 4 5 6 7 8 
1jvqu,2 3 4 6 7 
1k3v3,2 3 4 5 6 7 8 
1k8ru,2 3 4 5 6 7 8 
1k9gq,2 3 6 7 
1kr59,2 3 6 7 
1kw5i,2 3 4 5 6 7 8 
1kw6g,2 3 5 6 7 
1kwj3,2 3 4 5 6 7 8 
1kxqu,2 3 6 7 9 
1l72d,2 3 4 5 6 7 
1la8k,2 3 4 5 6 7 8 
1lbe9,1 3 6 7 9 
1lcof,2 3 4 5 6 7 8 
1lhhv,2 3 4 5 6 7 8 
1lneo,2 3 4 5 6 7 8 
1lnzk,3 4 7 9 
1ltns,3 5 7 9 
1lvgn,2 3 6 7 9 
1ly64,2 3 6 7 8 
1lyyo,1 2 3 4 6 7 9 
1mb6s,3 4 5 6 7 8 
1me67,2 3 6 7 
1moxe,2 3 4 5 6 7 8 
1mqg0,2 3 4 6 7 
1mu0b,3 4 5 6 7 8 
1mwwj,2 3 4 6 7 8 
1n9ss,3 4 5 6 7 
1n9zg,3 4 5 6 7 8 
1nbbh,2 3 4 5 6 7 8 9 
1nd86,2 3 4 5 6 7 8 
1nlp7,2 3 4 5 6 7 8 
1nnvp,2 3 6 7 
1npai,2 3 6 7 8 9 
1nr5r,2 3 5 6 7 
1nsa9,2 3 4 5 6 7 8 
1oci4,2 3 6 7 9 
1odko,2 3 4 5 6 7 8 
1oevl,2 3 4 5 6 7 8 
1olou,2 3 6 7 
1ooqj,2 3 6 7 
1osph,2 3 4 5 6 7 8 
1ovby,2 3 4 5 6 7 8 
1oveb,2 3 6 7 9 
1p4rg,2 3 4 5 6 7 8 
1pdge,2 3 4 5 6 7 8 9 
1phyf,2 3 4 6 7 
1pj73,3 4 6 7 9 
1pj8b,2 3 4 5 6 7 8 
1pk3p,2 3 4 5 6 7 8 
1pkme,2 3 6 7 
1ppq2,2 3 6 7 
1pqox,2 3 4 5 6 7 8 
1ps9h,3 4 6 7 9 
1q0ls,2 3 4 5 6 7 8 
1q4qk,2 3 6 7 8 
1q6je,2 3 4 5 6 7 8 
1qoat,1 2 3 4 5 6 7 
1qrdw,3 4 6 7 9 
1qyq7,2 3 4 5 6 7 8 
1r8xp,4 6 7 9 
1rdjf,2 3 4 5 6 7 8 
1red8,3 4 5 6 7 8 
1rhp2,2 3 6 7 9 
1rju5,2 3 4 5 6 7 8 
1rsa5,2 3 4 5 6 7 8 
1ruq0,2 3 4 6 7 9 
1sdbh,2 3 4 5 6 7 8 
1sf7p,2 3 5 6 7 
1snie,2 3 6 7 9 
1stpo,2 3 4 5 6 7 8 
1t6tb,3 5 6 7 9 
1t8wu,2 3 4 5 6 7 8 
1ta3y,2 3 4 6 7 
1tgnj,2 3 4 5 6 7 8 
1to59,2 3 4 5 6 7 
1tp9i,2 3 4 6 7 9 
1tpmp,2 3 4 5 6 7 8 
1tpqe,3 4 6 7 
1tq1t,2 3 4 5 6 7 9 
1u679,2 3 4 6 7 9 
1u8ar,2 3 6 7 9 
1u8dz,2 3 4 5 6 7 8 
1uc9e,2 3 4 5 6 7 8 
1ucp9,2 3 6 7 
1ugnb,2 3 6 7 9 
1uk1n,2 3 4 5 6 7 8 
1um2k,2 3 4 5 6 7 8 
1uq1s,2 3 4 5 6 7 8 
1uyqo,2 3 6 7 9 
1v5c0,3 4 6 7 
1v6dv,2 6 7 
1v7b5,2 3 4 5 6 7 8 
1va5w,2 3 4 5 6 7 8 
1vi4a,2 3 5 6 7 8 
1w2d3,2 3 6 7 
1w45u,2 3 4 5 6 7 8 
1w7x4,3 4 6 7 9 
1we82,3 4 5 6 7 8 
1wevr,2 3 6 7 9 
1wlmv,2 3 4 5 6 7 8 
1wmxi,2 3 4 6 7 
1wpjf,2 3 4 5 6 7 8 
1wt2q,2 3 5 6 7 
1wtez,2 3 4 5 6 7 8 
1wtnl,2 4 6 7 9 
1wuyt,2 3 4 5 6 7 8 
1wvv4,2 3 4 6 7 8 
1xa0x,2 3 4 6 7 8 
1xelt,2 3 4 5 6 7 8 
1xgc0,2 3 4 5 6 7 8 
1xt3a,3 5 7 9 
1y6kr,2 3 5 6 7 
1yfkb,2 3 6 7 
1yftp,2 3 6 7 
1yht9,2 3 6 7 9 
1yirp,2 3 4 5 6 7 8 
1yppr,2 3 6 7 
1z3sk,2 3 6 7 
1z9c6,2 3 6 9 
1za4p,2 3 4 5 6 7 8 
1zf3m,2 3 4 5 6 7 8 
1zfvn,3 4 6 7 9 
1zjuy,2 3 4 5 6 7 8 
1zngh,2 3 4 5 6 7 8 
1zpzs,1 2 3 4 5 6 7 
1zqhe,2 3 4 5 6 7 8 
1zuh9,2 3 6 7 
202i6,5 6 7 9 
207ue,2 3 4 5 6 7 8 
209b2,2 3 6 7 
20b8p,2 3 4 5 6 7 8 
20frc,2 3 4 5 6 7 8 
20hsy,3 4 6 8 
20icp,3 6 7 9 
20nk1,2 3 4 5 6 7 8 
20ukp,2 3 4 5 6 7 8 
20uu8,2 3 4 5 6 7 8 
20xc6,2 3 4 5 6 7 8 
215s9,2 3 4 5 6 7 8 
21l58,2 3 6 7 9 
21qgl,2 3 6 7 
21smj,3 4 5 6 7 8 
222in,2 3 4 5 6 7 8 
222va,2 3 4 5 6 7 8 
2275p,2 3 5 6 7 
22ibt,2 3 6 7 9 
22oiz,2 3 4 5 6 7 8 
22tj0,2 3 6 7 8 
22z8w,3 6 7 
2350j,2 3 4 5 6 7 8 
2352y,2 3 6 7 
23dbq,2 3 4 6 7 
23dpa,2 3 4 6 7 9 
23ual,2 3 4 5 6 7 8 
23z2e,2 3 4 5 6 7 8 
242te,2 3 4 5 6 7 8 
249oh,1 2 3 5 6 7 9 
24g3m,2 3 6 7 
24q28,2 3 6 7 
24scj,2 3 5 6 7 
24x3f,2 3 6 7 9 
253fx,2 3 4 5 6 7 8 
258tz,2 3 4 5 6 7 
25dvk,2 3 4 5 6 7 8 
25f99,2 3 4 5 6 7 8 
25gby,2 3 4 5 6 7 8 
25nyb,2 3 5 6 7 9 
25to6,1 2 3 4 6 7 8 
25uou,2 3 4 5 6 7 8 
25vxy,2 3 6 7 9 
25yf1,2 3 4 5 6 7 8 9 
26165,1 2 3
263ky,2 3 6 7 9 
2653a,2 3 6 7 
26ren,2 3 4 5 6 7 8 
26spn,2 3 6 7 
26yii,2 3 4 5 6 7 8 
26ysm,2 3 4 5 6 7 8 
26zdr,2 3 4 5 6 7 8 
27002,1 2 3
271r3,2 3 4 5 6 7 8 
273hy,2 3 4 5 6 7 8 
279pd,3 4 6 7 9 
27hty,2 3 6 7 
27lj4,2 3 4 5 6 7 8 
27rwo,3 4 5 7 8 
27trb,1 3 4 6 7 9 
27v5m,2 3 4 5 6 7 8 
282os,2 3 6 7 8 
29bln,2 3 4 5 6 7 8 
29fdd,2 3 5 6 7 8 
29fu7,2 3 5 6 7 8 
29lbo,2 3 6 7 8 9 
29lbs,2 3 4 5 6 7 8 
29pjd,2 3 6 7 
29vk2,2 3 4 5 6 7 8 9 
29wh3,2 3 4 5 6 7 8 
2a06s,2 3 4 5 6 7 8 
2a7ng,2 3 4 5 6 7 8 
2acak,2 3 6 7 9 
2acuw,2 3 6 7 9 
2aczx,2 3 4 5 6 7 8 
2afxe,1 3 4 6 7 9 
2axb1,2 3 4 5 6 7 8 
2axyo,2 3 4 5 6 7 8 
2b12o,2 3 6 7 
2b5z7,2 3 4 5 6 7 8 
2bc5v,2 3 4 5 6 7 8 
2bib3,2 3 6 7 9 
2bk9j,2 3 6 7 9 
2bmxs,3 4 5 6 7 8 
2bsuh,2 3 4 5 6 7 8 
2bu0l,2 3 4 5 6 7 8 
2bul4,2 3 4 5 6 7 8 
2bxje,2 3 4 5 6 7 8 
2c88y,2 3 4 5 6 7 8 
2cdtu,2 3 4 5 6 7 8 
2cij2,2 3 5 6 7 
2crs5,2 3 4 5 6 7 8 
2ctxo,2 3 6 7 
2cu1k,2 3 4 5 6 7 8 9 
2cyqd,2 3 4 5 6 7 8 
2dce8,2 3 4 5 6 7 8 
2ddub,2 3 4 5 6 7 8 
2dh1w,2 3 6 7 9 
2dpse,3 4 5 6 7 8 
2dxy7,2 3 6 7 
2e0ln,3 4 5 6 7 8 
2e84u,2 3 6 7 9 
2ehyg,2 3 6 7 
2ezcs,3 5 6 7 9 
2f2ty,2 4 6 7 9 
2f6zq,2 3 4 5 6 7 8 
2fcma,2 3 4 5 6 7 8 
2fkxy,2 3 4 5 6 7 8 
2fmea,2 3 4 5 6 7 8 
2fqx7,2 3 4 5 6 7 8 
2frag,2 3 5 6 7 8 
2ft9g,2 3 4 5 6 7 8 
2fthl,2 3 4 6 7 8 
2g18k,2 3 6 7 
2g2yf,2 3 4 5 6 7 8 
2g4bm,2 3 4 5 6 7 8 
2gcw8,2 3 4 5 6 7 8 
2ggft,3 4 5 6 7 8 
2glba,2 3 4 5 6 7 8 
2grk0,2 3 6 7 9 
2h44q,2 3 6 7 9 
2h731,2 3 6 7 
2hc70,2 3 4 5 6 7 8 
2hdsd,2 3 6 7 
2hk1v,2 3 4 5 6 7 8 
2hq3j,2 3 5 6 7 
2hth7,2 3 4 6 7 
2hx1g,2 3 6 7 
2i2gf,3 6 7 
2i3j3,2 3 4 5 6 7 8 
2i5yw,2 3 6 7 9 
2idw2,2 3 4 6 7 8 
2if6u,3 4 6 7 9 
2ikxe,2 3 6 7 9 
2in4v,3 4 6 7 
2iqc4,2 3 4 5 6 7 8 
2iqnk,2 3 6 7 9 
2iqvb,2 3 4 5 6 7 8 
2is66,2 3 6 7 
2iwih,2 3 4 6 7 
2iwjf,2 3 5 6 7 8 9 
2j4ff,2 3 6 7 9 
2j5p0,2 3 4 5 6 7 8 
2j9qa,2 3 4 5 7 
2jgav,2 3 4 5 6 7 8 
2jk4n,2 4 5 6 7 8 
2jm5n,3 6 7 9 
2jspw,2 3 4 5 6 7 8 
2juja,2 3 6 9 
2jw3q,2 4 5 6 7 8 
2jxew,2 3 6 7 
2k8rb,3 4 5 6 7 8 
2km2h,2 3 4 6 7 9 
2kqse,2 3 4 6 7 
2kswt,3 4 5 6 7 8 
2kvvx,2 3 4 5 6 7 8 
2kwq7,2 3 4 5 6 7 8 
2l2fz,2 3 4 5 6 7 9 
2lho0,2 3 4 5 6 7 8 
2llnt,3 4 7 8 
2ltfz,2 3 6 7 9 
2lym1,2 3 4 5 6 7 8 
2m196,2 3 4 5 6 7 8 
2m231,3 4 5 6 7 9 
2mjkr,2 3 4 6 7 
2mlt3,2 3 6 7 
2mm8y,2 3 4 5 6 7 8 
2n4fu,2 3 4 5 6 7 8 
2n9gy,2 3 4 5 6 7 8 9 
2nrrq,2 3 4 5 6 7 8 
2nt7j,2 3 4 6 7 
2oacw,2 3 4 5 6 7 8 
2okij,2 3 4 5 6 7 8 9 
2ox8u,2 3 4 5 6 7 8 
2ozhc,2 3 6 9 
2p0il,2 3 6 7 
2p4vg,2 3 4 5 6 7 8 
2p6vt,2 3 6 7 9 
2p8ss,2 3 4 5 6 7 8 
2pb9l,2 3 4 6 7 8 
2pjl8,2 3 6 7 
2pnu5,2 3 4 5 6 7 8 
2prpb,2 3 4 5 6 7 8 
2pwiz,2 3 4 5 6 7 8 
2q08n,3 4 6 7 9 
2q2ll,2 3 4 5 6 7 8 
2q6qi,2 3 4 5 6 7 8 
2qa5e,2 3 6 7 9 
2qjmm,2 3 4 5 6 7 8 
2r5xw,2 3 6 7 9 
2r9ir,2 3 6 7 
2rbmi,2 3 6 7 8 
2rfh1,2 3 4 6 7 
2rmv6,2 3 4 5 6 7 8 
2rs7b,2 3 4 5 6 7 8 
2ru96,2 3 6 9 
2rv7z,2 3 4 6 7 
2rwpd,2 3 6 7 
2s0fu,2 3 4 5 7 8 9 
